,airline_sentiment,text
376,0,virginamerica comenity bank is a joke  please change  nothing but constant problems with this bank
377,1,virginamerica i just did how can i dm do u have to also add me
378,2,virginamerica for my grandma ellas 80th she would lt3 a bday greeting from your flight crew she was a stewardess for eastern airlines
379,2,virginamerica just bought tix for atx  dallas route  thanks for adding that love yr airline amp yr website is best transactional site ever
380,1,virginamerica anytime sugafly
381,2,virginamerica gave a credit for my late flight flight yesterday great service  thats a wow moment unexpected gesture
382,1,virginamerica i need a receipt for a flight change can you send one
383,0,virginamerica i submitted a status match request a while back and still haven't heard i'm flying on monday can you look  accelerate
384,2,virginamerica had me at their safety video    httptcocqmm7nue9m  loved my first cross country flight livewelltraveled sytycd
385,2,virginamerica that doesnt look to fat to me it looks yummy
386,1,"virginamerica ceo says southwest amp jetblue have strayed from low cost model
httptco96sctomh29"
387,1,virginamerica a brilliant brisk am in boston in cue for vx363 httptcormznivgmg6
388,1,virginamerica atlantic ploughs a lone furrow in the middleeast httptcofvudmh27pf thenationaluae
389,1,virginamerica atlantic ploughs a lone furrow in the middleeast httptcodcobokn7ee thenationaluae
390,1,virginamerica atlantic ploughs a lone furrow in the middleeast httptcovw4p4t4tlh thenationaluae
391,2,virginamerica omg omg nonstop dallas to austin on virgin
392,2,virginamerica your planes are really pretty just thought u should know that 
393,1,virginamerica when are you flying to hawaii
394,0,virginamerica im pulling my hair out trying to book a flight with u your site doesnt work on iphone or ipaddont have a computer help
395,2,virginamerica thank you
396,0,virginamerica can i get some help with a support ticket its been 15 days incident 150202000419 thank you
397,2,virginamerica good to be home texas moodlighting httptcon3bvzty3zi
398,0,virginamerica i cannot even open my laptop in seat 4c and i paid a premium for this   let me out of here
399,0,virginamerica i am in seat 4c and i cannot even open my laptop and i paid extra for this seat
400,1,virginamerica if only you guys were starting those flights at the end of the month guess i'm still road tripping on feb 27...
401,2,virginamerica thanks for that been needing a way to make those austin trips from dca and now youve come through
402,1,"virginamerica announced new route to austin wfares from 39way 
httptcoga8pbamu0c"
403,1,virginamerica really sprint i thought you guys were kewl 00
404,2,virginamerica this is too cool  never been on ur planes but now i will
405,1,virginamerica you should have 39 dollar laxlas fares
406,2,virginamerica great well deserved
407,0,virginamerica fyi the infovirginamericacom email address you say to contact in password reset emails doesnt exist emails bounce
408,0,virginamerica status match  2 weeks have gone by and no newsflt next week  hope flt will count towards requirement  cust svc no help
409,0,virginamerica your website sucks donkey dicks just thought you should know all best
410,1,virginamerica you should still develop an app  then you will be my favorite airline
411,0,virginamerica all crap channels which is why i pay to watch uk tv
412,2,virginamerica got it all set  thanks
413,1,virginamerica no as channel this year
414,1,virginamerica only thing i see on passbook is virgin mobile mexico how do i integrate
415,2,virginamerica giants and virgin america a match made in heaven
416,2,virginamerica thank goodness also see you friday nwkgtsf boom
417,0,virginamerica how come you dont have an iphone app still using and making me waste paper
418,0,virginamerica your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname apostrophefail
419,0,virginamerica when will vx use all 6 lga slots instead of 4 today adding aus makes this less likely 
420,1,virginamerica is helping me step up my tinder game tindertips tinderchamp httptcojbmvvha63a
421,2,virginamerica i luv ur people and product 1 thing is y do u charge for herbal tea but not black tea im not a caffeine drinker
422,2,virginamerica thank you see yall soon im excited to see the expansion of destinations spread those wings
423,1,virginamerica announces new nonstop connecting austinairport amp dallaslovefield 39 intro httptcoqxnoaqtyn8 httptcojk7qmdfqgf
424,1,virginamerica adds austindallas love field route httptcoxwjol55flh httptcoy8aormfkac
425,0,virginamerica sad to learn you no longer fly sfo gt phl hope it returns
426,1,virginamerica  can you tweet me the cancelled flightchng fee for a flight or can i rebook under one of your affiliates if so who are afiliates
427,2,virginamerica has the most incredible customer service ive ever experienced so refreshing
428,1,virginamerica now when will we see virginamerica come to philadelphia phl
429,2,virginamerica  am i dreaming did you really just open up a route between dallas and austin and does this mean houston might be next
430,2,virginamerica omg finally
431,1,virginamerica to start 5xweekly a319 flights from to dallas dallaslovefield austin on 28apr avgeek
432,1,virginamerica nice to see you expanding in texas but dont forget about us here in sandiego i would love to see more flights out of here
433,0,virginamerica kinda sucked my earphone jack didnt work on my flight they may want to look into that for future passengers
434,0,virginamerica very poor experience first computer problem now seat malfunction stuck missing meeting in san diego
435,1,"virginamerica to battle southwestair on dallaslovefieldaustinairport route 
httptco6rlz0ebk2x via usatoday"
436,2,virginamerica thankyou the dalaus route makes my day
437,2,virginamerica awesome deals dalaus for only 39 each way httpstcoxcvqxykg49
438,1,virginamerica i miss the nerdbird in san jose
439,2,virginamerica love it taking southwestair on in their backyard consumers win when biz competes
440,2,virginamerica   is flying from love to austin now that is most excellent news
441,1,virginamerica can we make every vx plane with nerdbird why should austin be the only one getting nerd love
442,1,virginamerica please add more frequency to pdx portland
443,2,virginamerica congrats vx on the new route 
444,0,virginamerica i tried that you offered to charge me an additional 1k for a new ticket or be stranded until thurs 1st time last time
445,1,virginamerica americanair can u help with flights to get a 2y old battling cancer who needs treatment in  freyabevanfund   
446,0,virginamerica never had a bad experience before but this one took the cake now extortion for carry on items as well
